tweet_id,Number_of_Likes,retweet_count
732732193018155009,2423,532
732726085725589504,3525,882
732585889486888962,3640,774
732375214819057664,8033,2499
732005617171337216,14797,5376
731285275100512256,3466,985
731156023742988288,3819,1257
730924654643314689,6098,1959
730573383004487680,4869,2119
730427201120833536,3463,1044
730211855403241472,3788,1053
730196704625098752,4809,1890
729854734790754305,4004,1117
729838605770891264,1715,380
729823566028484608,3948,1238
729463711119904772,5760,2300
729113531270991872,1864,322
728986383096946689,3120,818
728760639972315136,4647,1692
728751179681943552,2745,675
728653952833728512,3282,1026
728409960103686147,4883,1989
728387165835677696,3665,956
728046963732717569,4268,1192
728035342121635841,4532,1653
728015554473250816,4080,1099
727685679342333952,2936,636
727644517743104000,5841,1737
727524757080539137,4441,1211
727314416056803329,3312,737
727286334147182592,3024,807
727175381690781696,3878,1373
727155742655025152,3593,1323
726935089318363137,6827,2440
726887082820554753,3812,1512
726828223124897792,3539,994
726224900189511680,4391,1138
725842289046749185,7032,2656
725786712245440512,4138,1359
725729321944506368,5171,1771
725458796924002305,1398,611
724983749226668032,3698,1304
724771698126512129,2328,634
724405726123311104,5235,1635
724049859469295616,4283,1762
724046343203856385,2639,552
724004602748780546,4148,1541
723912936180330496,3857,1227
723688335806480385,7610,2917
723673163800948736,2985,881
723179728551723008,5260,1851
722974582966214656,4066,1546
722613351520608256,4926,1626
721503162398597120,4583,1835
721001180231503872,2505,606
720785406564900865,3085,760
720775346191278080,2439,658
720415127506415616,4093,1488
720389942216527872,6325,2484
720340705894408192,2845,969
720059472081784833,3835,1110
720043174954147842,4867,1988
719991154352222208,4794,1728
719704490224398336,4502,1415
719551379208073216,5010,1891
719367763014393856,2777,737
719339463458033665,4386,1221
719332531645071360,3401,943
718971898235854848,3459,1068
718939241951195136,5208,1747
718631497683582976,18702,7969
718613305783398402,2413,477
718540630683709445,2433,1007
718460005985447936,2674,521
718454725339934721,4827,1496
718246886998687744,1896,499
718234618122661888,3840,988
717841801130979328,2443,600
717790033953034240,2856,1103
717537687239008257,5741,1842
717428917016076293,1601,446
717421804990701568,3133,840
717047459982213120,6248,1917
717009362452090881,3227,956
716802964044845056,4250,1161
716791146589110272,8084,1562
716730379797970944,1221,423
716447146686459905,12961,5809
716439118184652801,2360,207
716285507865542656,2745,1049
716080869887381504,6692,1887
715928423106027520,3169,874
715758151270801409,3688,1424
715733265223708672,4622,1674
715704790270025728,2771,562
715696743237730304,3880,1280
715680795826982913,4269,1603
715360349751484417,5432,1551
715342466308784130,3016,687
715220193576927233,2407,642
715200624753819648,5096,1871
715009755312439296,4126,1218
714982300363173890,3703,1024
714962719905021952,7296,4231
714957620017307648,4095,1400
714631576617938945,3254,990
714606013974974464,3604,922
714485234495041536,2663,1118
714258258790387713,3010,714
714251586676113411,3255,830
714214115368108032,2258,865
714141408463036416,4282,1384
713919462244790272,3268,782
713909862279876608,1885,532
713900603437621249,2809,737
713761197720473600,4829,1367
713411074226274305,4409,1287
713177543487135744,7169,2813
713175907180089344,4425,1464
712809025985978368,18411,6658
712717840512598017,12250,4937
712668654853337088,4148,1205
712438159032893441,5292,1550
712309440758808576,242,25
712097430750289920,3757,1021
712092745624633345,2918,883
712085617388212225,3248,481
712065007010385924,2248,614
711998809858043904,0,125
711968124745228288,8013,2284
711743778164514816,2817,976
711732680602345472,8781,4085
711694788429553666,32646,18200
711652651650457602,3819,907
711363825979756544,3622,1130
711306686208872448,3276,732
711008018775851008,2978,608
710997087345876993,4531,1375
710844581445812225,2525,683
710833117892898816,2663,530
710658690886586372,2300,554
710609963652087808,4757,2366
710588934686908417,4502,1852
710296729921429505,2354,731
710283270106132480,2135,517
710272297844797440,4504,1240
710269109699739648,2376,1114
710153181850935296,2889,880
710140971284037632,2737,874
710117014656950272,5447,1978
709918798883774466,3455,1077
709901256215666688,663,99
709852847387627521,3499,1192
709566166965075968,3527,1201
709556954897764353,3274,1065
709519240576036864,1482,236
709449600415961088,2207,564
709409458133323776,2603,677
709225125749587968,2392,569
709207347839836162,12453,5762
709198395643068416,2411,638
709179584944730112,1985,664
709158332880297985,2018,411
709042156699303936,4709,1616
708853462201716736,1785,654
708845821941387268,2964,895
708834316713893888,1670,495
708810915978854401,16369,6879
708738143638450176,2725,801
708711088997666817,2519,715
708479650088034305,2524,677
708469915515297792,3075,806
708400866336894977,15884,10004
708356463048204288,3559,1311
708349470027751425,2330,732
708149363256774660,4246,1542
708130923141795840,3358,848
708119489313951744,2670,975
708109389455101952,1930,546
708026248782585858,4355,1919
707995814724026368,3103,1117
707983188426153984,49,2
707969809498152960,2684,958
707776935007539200,3260,950
707741517457260545,2469,611
707738799544082433,4049,2443
707693576495472641,3381,986
707629649552134146,2554,872
707610948723478529,16868,6320
707420581654872064,2258,695
707411934438625280,2288,595
707387676719185920,3480,1281
707377100785885184,3259,1088
707315916783140866,2456,634
707297311098011648,2756,780
707059547140169728,2582,666
707038192327901184,2167,784
707021089608753152,4050,1348
707014260413456384,2299,594
706904523814649856,14486,7813
706901761596989440,2044,590
706681918348251136,3278,966
706644897839910912,2550,1083
706593038911545345,2140,629
706538006853918722,3454,1419
706516534877929472,3086,1026
706346369204748288,3431,920
706310011488698368,21199,7875
706291001778950144,1683,474
706265994973601792,2714,929
706169069255446529,3887,2198
706166467411222528,5140,1588
706153300320784384,1475,383
705975130514706432,3085,728
705970349788291072,3148,887
705898680587526145,2346,547
705786532653883392,1924,514
705591895322394625,3144,1148
705475953783398401,2939,907
705442520700944385,4406,1619
705428427625635840,3794,1673
705239209544720384,2988,745
705223444686888960,2572,796
705102439679201280,2129,516
705066031337840642,2173,615
704871453724954624,4247,1109
704859558691414016,2244,537
704847917308362754,5040,1518
704819833553219584,2621,983
704761120771465216,6600,2900
704499785726889984,2902,1008
704491224099647488,751,78
704480331685040129,3367,1061
704364645503647744,7954,3530
704347321748819968,1569,349
704134088924532736,1494,456
704113298707505153,1838,569
704054845121142784,2908,910
703774238772166656,1831,458
703769065844768768,3262,1136
703631701117943808,2565,677
703611486317502464,3828,1524
703425003149250560,3791,1360
703407252292673536,2430,691
703382836347330562,3493,1143
703356393781329922,1910,383
703268521220972544,1963,547
703079050210877440,7351,3067
703041949650034688,26225,12432
702932127499816960,2566,726
702899151802126337,1604,451
702684942141153280,3207,1073
702671118226825216,2184,553
702598099714314240,12173,3418
702539513671897089,2864,957
702332542343577600,3164,1542
702321140488925184,3255,1035
702276748847800320,2452,762
702217446468493312,4755,1328
701981390485725185,3436,990
701952816642965504,3823,1021
701889187134500865,3523,1379
701805642395348998,3389,1667
701601587219795968,2079,448
701570477911896070,2801,921
701545186879471618,2654,607
701214700881756160,12143,5079
700890391244103680,2205,564
700864154249383937,2582,618
700847567345688576,2448,501
700796979434098688,2427,936
700747788515020802,22721,9271
700518061187723268,2599,794
700505138482569216,2274,565
700462010979500032,4114,1778
700167517596164096,2619,730
700151421916807169,2227,669
700143752053182464,7490,2704
700062718104104960,2640,688
700029284593901568,2060,585
700002074055016451,3303,1336
699801817392291840,3048,952
699788877217865730,2222,508
699779630832685056,2731,1227
699775878809702401,1953,603
699691744225525762,10223,4596
699446877801091073,5923,2602
699434518667751424,2155,515
699423671849451520,1358,324
699413908797464576,2068,624
699370870310113280,1881,441
699323444782047232,3136,857
699088579889332224,2232,631
699079609774645248,2443,652
699072405256409088,2962,1188
699060279947165696,3735,1794
699036661657767936,2588,1192
698989035503689728,3330,971
698953797952008193,2668,895
698907974262222848,2530,622
698710712454139905,2456,676
698703483621523456,1440,376
698635131305795584,1286,337
698549713696649216,2321,622
698355670425473025,1844,446
698342080612007937,2259,949
698262614669991936,4728,1993
698195409219559425,16665,5945
698178924120031232,2793,737
697995514407682048,1511,330
697990423684476929,3271,1292
697943111201378304,2374,675
697881462549430272,2999,1174
697630435728322560,1735,538
697616773278015490,3149,1007
697596423848730625,3004,1262
697575480820686848,2027,497
697516214579523584,2044,1109
697482927769255936,2399,671
697463031882764288,3401,1391
697270446429966336,4672,1867
697259378236399616,3281,1000
697255105972801536,3018,1158
697242256848379904,2499,668
696900204696625153,3159,1017
696894894812565505,2334,675
696886256886657024,4831,1797
696877980375769088,2421,707
696754882863349760,1478,360
696744641916489729,2052,936
696713835009417216,2360,651
696518437233913856,3894,1703
696490539101908992,1209,141
696488710901260288,2517,1015
696405997980676096,3192,1150
696100768806522880,1922,650
695816827381944320,2999,1161
695794761660297217,3145,760
695767669421768709,1853,743
695629776980148225,4542,2087
695446424020918272,4379,1799
695409464418041856,8625,3562
695314793360662529,3606,1446
695095422348574720,2618,611
695074328191332352,2828,1093
695064344191721472,1592,587
695051054296211456,2651,785
694925794720792577,2677,914
694905863685980160,2735,936
694669722378485760,35664,14312
694356675654983680,1491,285
694352839993344000,2026,613
694342028726001664,1567,481
694329668942569472,1996,498
694206574471057408,4136,2026
694183373896572928,2937,922
694001791655137281,3392,1021
693993230313091072,1863,399
693942351086120961,1735,369
693647888581312512,2674,580
693644216740769793,1344,122
693642232151285760,2523,409
693629975228977152,2432,788
693622659251335168,1530,372
693590843962331137,5041,1946
693582294167244802,1641,251
693486665285931008,1766,633
693280720173801472,3332,1230
693267061318012928,2360,808
693262851218264065,2202,498
693231807727280129,2859,732
693155686491000832,7842,3197
693109034023534592,1705,608
693095443459342336,1847,460
692919143163629568,2661,752
692905862751522816,2413,862
692901601640583168,1759,598
692894228850999298,2259,802
692828166163931137,2858,880
692752401762250755,6795,3628
692568918515392513,4345,1527
692535307825213440,3163,1355
692530551048294401,1821,411
692423280028966913,1475,225
692417313023332352,9319,3450
692187005137076224,2521,817
692158366030913536,2137,785
692142790915014657,1639,392
692041934689402880,3385,1266
692017291282812928,2874,955
691820333922455552,3936,1655
691793053716221953,8094,4209
691756958957883396,2844,998
691675652215414786,1942,504
691483041324204033,2379,562
691459709405118465,4025,1136
691444869282295808,2640,844
691416866452082688,19239,7588
691321916024623104,2552,660
691096613310316544,2948,874
691090071332753408,1710,331
690989312272396288,5873,2854
690959652130045952,3565,1240
690938899477221376,4068,1952
690932576555528194,3274,1013
690735892932222976,3773,1264
690728923253055490,2170,514
690690673629138944,2329,812
690649993829576704,1298,278
690607260360429569,295,18
690597161306841088,1944,599
690400367696297985,1878,450
690374419777196032,3238,843
690360449368465409,2662,876
690348396616552449,1499,515
690248561355657216,1665,415
690021994562220032,2779,1026
690015576308211712,2477,729
690005060500217858,3651,1683
689999384604450816,1413,368
689993469801164801,1454,448
689977555533848577,1363,444
689905486972461056,2428,697
689877686181715968,3027,1157
689835978131935233,2163,742
689661964914655233,3203,925
689659372465688576,10332,3856
689623661272240129,2222,638
689599056876867584,11603,5498
689557536375177216,2034,455
689517482558820352,3380,1423
689289219123089408,2250,937
689283819090870273,3255,1100
689280876073582592,1976,706
689275259254616065,1139,243
689255633275777024,2538,1079
689154315265683456,3063,999
689143371370250240,2007,506
688916208532455424,2710,864
688908934925697024,2102,761
688898160958271489,2089,777
688894073864884227,2234,690
688828561667567616,1372,369
688804835492233216,959,191
688789766343622656,2203,658
688547210804498433,2584,696
688519176466644993,2305,722
688385280030670848,9254,4461
688211956440801280,2234,825
688179443353796608,2131,580
688116655151435777,2817,770
688064179421470721,1724,358
687841446767013888,5441,2499
687826841265172480,2740,1115
687818504314159109,2466,939
687807801670897665,2392,713
687732144991551489,1752,663
687704180304273409,2419,838
687664829264453632,1925,510
687494652870668288,1891,576
687480748861947905,1592,239
687476254459715584,1981,532
687460506001633280,2052,540
687399393394311168,1879,615
687317306314240000,20075,9132
687312378585812992,4340,1894
687127927494963200,5414,2261
687124485711986689,2158,501
687109925361856513,5774,2447
687102708889812993,2338,973
687096057537363968,2237,599
686947101016735744,8599,3178
686760001961103360,3500,1375
686749460672679938,3460,1447
686730991906516992,4121,1193
686683045143953408,2809,796
686618349602762752,3696,1358
686606069955735556,1880,541
686394059078897668,1732,685
686386521809772549,3243,874
686377065986265092,2200,563
686358356425093120,2173,664
686286779679375361,3989,1655
686050296934563840,2208,726
686035780142297088,1142,116
686034024800862208,3080,1140
686007916130873345,2477,409
686003207160610816,1824,623
685973236358713344,2090,521
685943807276412928,1622,590
685906723014619143,7476,2873
685681090388975616,2026,124
685667379192414208,2349,561
685663452032069632,3225,1452
685641971164143616,2921,774
685547936038666240,32806,15562
685532292383666176,3019,1155
685325112850124800,9426,3958
685321586178670592,2646,634
685315239903100929,3309,1039
685307451701334016,2066,440
685268753634967552,3087,1193
685198997565345792,2336,667
685169283572338688,4093,1425
684969860808454144,2383,367
684959798585110529,6809,3108
684940049151070208,3198,1041
684926975086034944,3483,457
684914660081053696,3501,1440
684902183876321280,1871,525
684880619965411328,2081,804
684830982659280897,34887,21582
684800227459624960,2728,998
684594889858887680,8865,3485
684588130326986752,4102,1405
684567543613382656,3013,1208
684538444857667585,2637,949
684481074559381504,3874,1163
684460069371654144,1969,557
684241637099323392,8111,3263
684225744407494656,1224,207
684222868335505415,3809,1363
684200372118904832,2146,1028
684195085588783105,1904,510
684188786104872960,3480,1165
684177701129875456,2004,658
684147889187209216,2973,1508
684122891630342144,2004,465
684097758874210310,4098,1425
683857920510050305,3792,1117
683852578183077888,1928,343
683849932751646720,2597,960
683834909291606017,2609,1107
683828599284170753,2783,1059
683773439333797890,3335,1342
683742671509258241,6447,3285
683515932363329536,7305,2885
683498322573824003,3164,960
683481228088049664,2641,993
683462770029932544,2415,670
683449695444799489,3879,1601
683391852557561860,7593,2388
683357973142474752,2896,911
683142553609318400,2855,1040
683111407806746624,3384,907
683098815881154561,2152,654
683078886620553216,1980,560
683030066213818368,2159,734
682962037429899265,36665,16483
682808988178739200,1775,167
682788441537560576,2473,1103
682750546109968385,1512,436
682697186228989953,1310,356
682662431982772225,3053,1076
682638830361513985,2062,596
682429480204398592,3421,1150
682406705142087680,7531,1760
682393905736888321,2221,669
682389078323662849,1650,459
682303737705140231,3041,966
682259524040966145,4125,1200
682242692827447297,3235,1156
682088079302213632,18145,9816
682059653698686977,4921,1671
682047327939461121,3184,927
682032003584274432,6537,1990
682003177596559360,3110,1520
681981167097122816,2796,1023
681891461017812993,2463,814
681694085539872773,12725,4032
681679526984871937,1765,437
681654059175129088,2626,917
681610798867845120,1896,461
681579835668455424,3534,1288
681523177663676416,14222,5725
681340665377193984,1638,275
681339448655802368,9237,4060
681320187870711809,2634,738
681302363064414209,3912,1803
681297372102656000,3200,945
681281657291280384,3208,1091
681261549936340994,1450,266
681242418453299201,1482,525
681231109724700672,2399,480
681193455364796417,3679,1469
680970795137544192,2411,652
680959110691590145,4557,1991
680940246314430465,3187,1046
680934982542561280,2072,432
680913438424612864,2385,619
680889648562991104,1757,360
680836378243002368,3444,1309
680805554198020098,2147,660
680801747103793152,2366,813
680798457301471234,2833,1025
680609293079592961,2624,694
680583894916304897,3605,1324
680497766108381184,4205,1899
680494726643068929,1709,480
680473011644985345,2534,738
680440374763077632,1436,497
680221482581123072,1457,291
680206703334408192,2818,1155
680191257256136705,2129,497
680176173301628928,3866,1538
680161097740095489,2310,728
680145970311643136,3584,1722
680130881361686529,2273,935
680115823365742593,2701,899
680100725817409536,3546,1362
680085611152338944,12731,8925
680070545539371008,2563,858
679877062409191424,1983,643
679872969355714560,2174,654
679862121895714818,2440,614
679854723806179328,2831,1220
679844490799091713,2349,753
679828447187857408,35979,13895
679777920601223168,3073,1094
679736210798047232,2081,781
679729593985699840,2151,816
679722016581222400,1652,461
679530280114372609,4761,2065
679527802031484928,2624,715
679511351870550016,3338,1251
679503373272485890,3140,1450
679475951516934144,2076,632
679462823135686656,31327,18619
679405845277462528,2351,1193
679158373988876288,21090,7949
679148763231985668,2755,1016
679132435750195208,2944,1143
679111216690831360,5905,2550
679062614270468097,16782,7990
679047485189439488,2225,658
679001094530465792,2793,1208
678991772295516161,2274,1142
678969228704284672,1632,452
678800283649069056,2543,888
678798276842360832,3418,1148
678774928607469569,2783,891
678767140346941444,3480,1340
678764513869611008,1619,468
678755239630127104,7031,3231
678740035362037760,3714,1657
678708137298427904,5528,2391
678675843183484930,2828,1439
678643457146150913,2029,401
678446151570427904,3949,1520
678424312106393600,5410,2504
678410210315247616,4164,1777
678399652199309312,78282,31324
678396796259975168,1574,408
678389028614488064,1853,418
678380236862578688,2403,898
678341075375947776,1708,529
678334497360859136,1291,249
678278586130948096,11278,5998
678255464182861824,1573,358
678023323247357953,1888,375
678021115718029313,13470,6228
677961670166224897,3375,1659
677918531514703872,1325,397
677895101218201600,4764,2035
677716515794329600,3013,965
677700003327029250,3338,1418
677698403548192770,1211,314
677687604918272002,2456,836
677673981332312066,3280,1476
677662372920729601,1927,940
677644091929329666,1829,784
677573743309385728,2099,690
677565715327688705,1281,454
677557565589463040,2407,1128
677547928504967168,6835,3606
677530072887205888,1049,223
677335745548390400,2992,1745
677334615166730240,1322,280
677331501395156992,1070,232
677328882937298944,3580,1476
677314812125323265,1618,521
677301033169788928,1215,394
677269281705472000,1952,694
677228873407442944,3491,1611
677187300187611136,2697,904
676975532580409345,2728,1047
676957860086095872,2202,798
676949632774234114,1282,388
676948236477857792,2134,847
676946864479084545,1702,362
676942428000112642,2038,736
676936541936185344,12495,4824
676916996760600576,2930,1776
676897532954456065,2209,708
676864501615042560,2060,695
676821958043033607,22525,15265
676819651066732545,1785,650
676811746707918848,1395,415
676776431406465024,4905,1982
676617503762681856,2834,942
676613908052996102,1061,197
676606785097199616,1856,425
676603393314578432,1138,375
676593408224403456,4482,2118
676590572941893632,896,119
676588346097852417,2267,763
676582956622721024,1175,268
676575501977128964,2532,1096
676533798876651520,1835,542
676496375194980353,1489,521
676470639084101634,11381,4578
676440007570247681,1688,647
676430933382295552,1365,337
676263575653122048,2039,530
676237365392908289,1186,281
676219687039057920,74831,30387
676215927814406144,1702,563
676191832485810177,2233,1007
676146341966438401,1873,645
676121918416756736,2118,1134
676101918813499392,2767,1138
676098748976615425,2939,1390
676089483918516224,1282,427
675898130735476737,1577,559
675891555769696257,2079,834
675888385639251968,2327,933
675878199931371520,4082,1367
675870721063669760,1588,551
675853064436391936,2628,1260
675849018447167488,922,140
675845657354215424,2227,857
675822767435051008,1486,521
675820929667219457,1023,230
675798442703122432,10018,3326
675781562965868544,1591,456
675740360753160193,1134,332
675710890956750848,1845,794
675707330206547968,1928,664
675706639471788032,626,93
675534494439489536,1778,403
675531475945709568,1155,370
675522403582218240,1016,281
675517828909424640,1259,451
675501075957489664,16729,5672
675497103322386432,3061,1255
675489971617296384,1264,579
675483430902214656,1799,953
675432746517426176,1484,552
675372240448454658,1645,501
675362609739206656,1021,225
675354435921575936,31655,16300
675349384339542016,3811,2201
675334060156301312,2691,1247
675166823650848770,3485,1543
675153376133427200,6078,2500
675149409102012420,3649,1635
675147105808306176,917,227
675146535592706048,1151,287
675145476954566656,2076,869
675135153782571009,1267,469
675113801096802304,1897,762
675111688094527488,935,244
675109292475830276,2716,1101
675047298674663426,1035,312
675015141583413248,2629,1150
675006312288268288,958,216
675003128568291329,1520,452
674999807681908736,2182,1071
674805413498527744,834,344
674800520222154752,2931,827
674793399141146624,2441,1055
674790488185167872,1069,242
674788554665512960,790,203
674781762103414784,1945,1153
674774481756377088,1083,453
674767892831932416,1775,756
674764817387900928,771,229
674754018082705410,1328,431
674752233200820224,1424,448
674743008475090944,1356,531
674742531037511680,473,49
674739953134403584,1062,375
674737130913071104,627,85
674690135443775488,1114,456
674670581682434048,1563,626
674664755118911488,886,243
674646392044941312,1391,475
674644256330530816,999,260
674638615994089473,1639,560
674632714662858753,1457,554
674606911342424069,911,95
674468880899788800,6036,1966
674447403907457024,1031,346
674436901579923456,1080,377
674422304705744896,1389,524
674416750885273600,668,133
674410619106390016,1162,445
674394782723014656,1467,553
674372068062928900,826,305
674330906434379776,546,72
674318007229923329,1367,504
674307341513269249,10980,6720
674291837063053312,14243,5652
674271431610523648,1521,709
674269164442398721,885,222
674265582246694913,1592,812
674262580978937856,1265,436
674255168825880576,1416,525
674082852460433408,736,163
674075285688614912,957,274
674063288070742018,6179,2116
674053186244734976,3184,1248
674051556661161984,1402,473
674045139690631169,1364,616
674042553264685056,698,122
674038233588723717,1068,401
674036086168010753,824,202
674024893172875264,1720,1179
674019345211760640,1089,292
674014384960745472,1507,610
674008982932058114,1154,339
673956914389192708,1890,918
673919437611909120,1130,359
673906403526995968,3062,1568
673887867907739649,902,244
673716320723169284,2983,721
673715861853720576,3424,1980
673711475735838725,1005,289
673709992831262724,806,262
673708611235921920,1040,275
673707060090052608,1058,379
673705679337693185,1212,394
673700254269775872,1378,544
673697980713705472,3830,1895
673689733134946305,1678,620
673688752737402881,1219,476
673686845050527744,1390,415
673680198160809984,1320,447
673662677122719744,1213,352
673656262056419329,697,228
673636718965334016,1066,347
673612854080196609,1550,690
673583129559498752,1147,345
673580926094458881,804,264
673576835670777856,1338,543
673363615379013632,990,291
673359818736984064,1403,645
673355879178194945,1450,554
673352124999274496,1603,520
673350198937153538,726,201
673345638550134785,2422,1210
673343217010679808,936,258
673342308415348736,1231,551
673320132811366400,12969,7563
673317986296586240,850,244
673295268553605120,7242,3047
673270968295534593,1036,347
673240798075449344,1369,693
673213039743795200,2166,809
673148804208660480,1631,603
672997845381865473,1898,682
672995267319328768,914,274
672988786805112832,953,277
672984142909456390,1213,521
672980819271634944,1750,972
672975131468300288,1617,866
672970152493887488,916,341
672968025906282496,1279,520
672964561327235073,1374,617
672902681409806336,1318,476
672898206762672129,877,405
672884426393653248,1494,807
672877615439593473,996,338
672834301050937345,1270,541
672828477930868736,1213,468
672640509974827008,941,303
672622327801233409,1245,465
672614745925664768,1183,555
672609152938721280,1074,375
672604026190569472,1074,383
672594978741354496,1292,587
672591762242805761,921,323
672591271085670400,696,177
672538107540070400,994,349
672523490734551040,610,161
672488522314567680,1071,416
672482722825261057,1088,570
672481316919734272,693,123
672475084225949696,1393,672
672466075045466113,1307,510
672272411274932228,6208,3221
672267570918129665,1442,590
672264251789176834,1096,324
672256522047614977,2723,1471
672254177670729728,1384,707
672248013293752320,1680,573
672245253877968896,661,147
672239279297454080,863,309
672231046314901505,1763,963
672222792075620352,756,203
672205392827572224,2182,1105
672169685991993344,982,353
672160042234327040,844,341
672139350159835138,1683,663
672125275208069120,2296,1094
672095186491711488,965,356
672082170312290304,907,350
672068090318987265,1245,495
671896809300709376,8187,4002
671891728106971137,1271,550
671882082306625538,3332,1328
671879137494245376,1362,637
671874878652489728,1202,526
671866342182637568,1081,473
671855973984772097,870,418
671789708968640512,6786,3320
671768281401958400,1152,480
671763349865160704,1612,866
671744970634719232,1301,728
671743150407421952,724,227
671735591348891648,1391,726
671729906628341761,8195,4165
671561002136281088,12312,6928
671550332464455680,873,201
671547767500775424,1295,567
671544874165002241,1887,1005
671542985629241344,1052,539
671538301157904385,899,371
671536543010570240,1125,387
671533943490011136,982,552
671528761649688577,815,248
671520732782923777,1341,505
671518598289059840,914,284
671511350426865664,1540,673
671504605491109889,6726,3407
671497587707535361,884,428
671488513339211776,966,455
671486386088865792,556,186
671485057807351808,729,223
671390180817915904,1389,713
671362598324076544,1063,286
671357843010908160,386,147
671355857343524864,468,114
671347597085433856,922,412
671186162933985280,705,201
671182547775299584,1077,322
671166507850801152,845,330
671163268581498880,1589,1048
671159727754231808,357,77
671154572044468225,683,208
671151324042559489,643,145
671147085991960577,644,205
671141549288370177,1108,626
671138694582165504,889,382
671134062904504320,717,184
671122204919246848,3366,2405
671115716440031232,1316,745
671109016219725825,1102,418
670995969505435648,1070,280
670842764863651840,23748,8317
670840546554966016,561,185
670838202509447168,1072,664
670833812859932673,426,117
670832455012716544,705,208
670826280409919488,5304,3885
670823764196741120,742,179
670822709593571328,585,91
670815497391357952,3049,1473
670811965569282048,1088,260
670807719151067136,1123,467
670804601705242624,1887,915
670803562457407488,331,84
670797304698376195,710,227
670792680469889025,795,262
670789397210615808,636,224
670786190031921152,577,193
670783437142401025,797,368
670782429121134593,1491,734
670780561024270336,761,277
670778058496974848,319,70
670764103623966721,1038,401
670755717859713024,425,104
670733412878163972,923,492
670727704916926465,799,342
670717338665226240,1155,461
670704688707301377,748,356
670691627984359425,570,231
670679630144274432,726,270
670676092097810432,238,40
670668383499735048,10265,4792
670474236058800128,1453,709
670468609693655041,345,83
670465786746662913,936,520
670452855871037440,529,194
670449342516494336,1155,623
670444955656130560,6470,1896
670442337873600512,626,190
670435821946826752,1016,491
670434127938719744,1353,619
670433248821026816,319,107
670428280563085312,1329,592
670427002554466305,505,152
670421925039075328,1259,603
670420569653809152,601,302
670417414769758208,550,306
670411370698022913,1946,848
670408998013820928,534,209
670403879788544000,409,144
670385711116361728,544,194
670374371102445568,722,259
670361874861563904,319,62
670338931251150849,411,102
670319130621435904,3738,1162
670303360680108032,417,125
670290420111441920,675,270
670093938074779648,987,316
670086499208155136,674,244
670079681849372674,2133,1168
670073503555706880,1508,753
670069087419133954,598,225
670061506722140161,734,318
670055038660800512,644,315
670046952931721218,622,163
670040295598354432,724,105
670037189829525505,572,260
670003130994700288,318,87
669993076832759809,313,80
669972011175813120,427,149
669970042633789440,292,55
669942763794931712,487,152
669926384437997569,363,94
669923323644657664,226,53
669753178989142016,778,377
669749430875258880,252,63
669684865554620416,494,87
669683899023405056,374,103
669682095984410625,342,129
669680153564442624,645,269
669661792646373376,781,412
669625907762618368,3394,1728
669603084620980224,911,345
669597912108789760,496,142
669583744538451968,1437,884
669573570759163904,421,132
669571471778410496,1533,974
669567591774625800,227,53
669564461267722241,373,117
669393256313184256,347,71
669375718304980992,1276,696
669371483794317312,474,171
669367896104181761,442,143
669363888236994561,600,216
669359674819481600,356,114
669354382627049472,2593,1225
669353438988365824,604,248
669351434509529089,417,171
669328503091937280,977,399
669327207240699904,554,114
669324657376567296,483,198
669216679721873412,1147,389
669214165781868544,424,152
669203728096960512,974,451
669037058363662336,628,298
669015743032369152,716,357
669006782128353280,558,237
669000397445533696,20114,6092
668994913074286592,424,217
668992363537309700,721,324
668989615043424256,650,315
668988183816871936,871,441
668986018524233728,533,156
668981893510119424,519,288
668979806671884288,770,333
668975677807423489,1249,555
668967877119254528,139,21
668960084974809088,681,231
668955713004314625,266,67
668932921458302977,252,55
668902994700836864,308,97
668892474547511297,385,143
668872652652679168,509,289
668852170888998912,436,153
668826086256599040,421,128
668815180734689280,540,252
668779399630725120,681,351
668655139528511488,504,210
668645506898350081,846,508
668643542311546881,841,507
668641109086707712,1030,520
668636665813057536,1001,469
668633411083464705,2694,1540
668631377374486528,681,302
668627278264475648,304,109
668625577880875008,368,122
668623201287675904,1369,721
668620235289837568,191,38
668614819948453888,593,304
668587383441514497,1600,1024
668567822092664832,233,50
668544745690562560,493,215
668542336805281792,435,203
668537837512433665,245,67
668528771708952576,446,213
668507509523615744,311,101
668496999348633600,393,126
668484198282485761,413,224
668480044826800133,439,141
668466899341221888,856,489
668297328638447616,602,284
668291999406125056,234,29
668286279830867968,483,130
668274247790391296,790,223
668268907921326080,533,222
668256321989451776,1242,573
668248472370458624,936,460
668237644992782336,5949,2710
668226093875376128,288,97
668221241640230912,496,187
668204964695683073,535,186
668190681446379520,624,191
668171859951755264,466,184
668154635664932864,479,295
668142349051129856,554,269
668113020489474048,647,224
667937095915278337,1206,757
667924896115245057,285,108
667915453470232577,200,53
667911425562669056,473,282
667902449697558528,822,360
667886921285246976,1796,1028
667885044254572545,786,449
667878741721415682,379,113
667873844930215936,601,384
667866724293877760,2905,983
667861340749471744,234,74
667832474953625600,284,60
667806454573760512,1014,469
667801013445750784,316,93
667793409583771648,675,313
667782464991965184,397,235
667773195014021121,225,52
667766675769573376,420,204
667728196545200128,365,143
667724302356258817,461,305
667550904950915073,0,33
667550882905632768,0,32
667549055577362432,5518,2148
667546741521195010,325,116
667544320556335104,824,499
667538891197542400,196,62
667534815156183040,782,498
667530908589760512,446,225
